Date,Open,High,Low,Close,Adj Close,Volume,,,
13-05-2015,436.605316,438.383728,433.868103,435.929688,435.929688,2915700,,,
14-05-2015,435.914795,441.473633,435.735962,440.683777,440.683777,3179000,,,
15-05-2015,444.856628,455.229187,444.121429,454.985748,454.985748,8023600,,,
16-05-2015,456.530701,457.017548,448.090607,449.014587,449.014587,6460900,,,
17-05-2015,452.069733,453.793518,447.350403,451.652435,451.652435,5620200,,,
20-05-2015,449.575928,457.325531,449.575928,451.329529,451.329529,4574800,,,
21-05-2015,451.076172,452.88443,445.904816,450.554565,450.554565,3991600,,,
22-05-2015,448.363831,451.71701,440.574493,441.836273,441.836273,5154400,,,
23-05-2015,435.666412,442.104523,434.176117,438.542694,438.542694,4579700,,,
24-05-2015,434.802032,436.570526,432.690765,433.838287,433.838287,4623400,,,
28-05-2015,438.895416,443.1875,437.355438,437.787628,437.787628,4544300,,,
29-05-2015,435.025574,436.158203,429.352478,431.349487,431.349487,4052900,,,
30-05-2015,432.149292,436.61026,430.40564,432.566559,432.566559,4268900,,,
31-05-2015,431.255096,435.666412,430.957031,432.795074,432.795074,3964400,,,
03-06-2015,433.679321,434.161194,424.747437,431.011688,431.011688,4983500,,,
04-06-2015,431.120972,432.482117,424.275482,426.774231,426.774231,3761400,,,
05-06-2015,428.468231,431.915802,425.795624,427.072296,427.072296,4240900,,,
06-06-2015,429.357452,430.365875,420.87262,429.526337,429.526337,5191600,,,
07-06-2015,432.397675,437.156708,429.864136,437.022583,437.022583,5383900,,,
10-06-2015,438.199921,442.621185,437.201416,442.233704,442.233704,4705900,,,
11-06-2015,439.128876,440.634094,436.918274,437.062317,437.062317,3538000,,,
12-06-2015,439.86908,440.137329,432.015167,433.172638,433.172638,4438300,,,
13-06-2015,431.682312,436.987823,429.953552,435.666412,435.666412,4166600,,,
14-06-2015,437.20639,439.491516,434.240692,434.692749,434.692749,4519100,,,
17-06-2015,436.7742,441.841248,436.302277,440.261536,440.261536,4320300,,,
18-06-2015,441.453766,447.588867,441.304749,447.400085,447.400085,4361900,,,
19-06-2015,447.772675,452.477081,445.850189,447.429901,447.429901,5869700,,,
20-06-2015,444.106506,447.588867,438.801025,439.511414,439.511414,6787800,,,
21-06-2015,441.299774,442.064789,433.714111,437.618713,437.618713,8016200,,,
24-06-2015,433.122955,435.328613,428.835846,432.084717,432.084717,6072900,,,
25-06-2015,435.795563,436.997742,429.461761,430.3013,430.3013,5139600,,,
26-06-2015,434.05191,436.163177,432.472198,434.002228,434.002228,3686500,,,
27-06-2015,436.560608,439.486572,435.492554,435.701172,435.701172,3877900,,,
28-06-2015,434.623199,438.07077,434.270477,437.340515,437.340515,4729000,,,
01-07-2015,440.36087,443.157684,439.640564,441.071259,441.071259,3471900,,,
02-07-2015,442.223755,442.621185,435.800537,438.30426,438.30426,3807400,,,
03-07-2015,437.107025,441.712097,436.41156,440.350952,440.350952,2107500,,,
05-07-2015,442.129364,444.81192,440.803009,443.858124,443.858124,3425900,,,
08-07-2015,446.699646,450.206848,445.641541,449.620636,449.620636,3964600,,,
09-07-2015,452.556549,453.525269,446.088623,449.69516,449.69516,3984400,,,
10-07-2015,448.805939,452.626099,447.280884,450.067749,450.067749,3438900,,,
11-07-2015,453.550079,457.429871,451.324554,457.146698,457.146698,5201900,,,
12-07-2015,457.027466,458.517792,454.662842,458.517792,458.517792,5169800,,,
15-07-2015,459.163574,461.001617,455.219238,459.35733,459.35733,3946400,,,
16-07-2015,460.569427,460.986725,453.997192,456.83374,456.83374,3991600,,,
17-07-2015,457.524231,460.435303,455.189423,456.307159,456.307159,3031700,,,
18-07-2015,456.525726,457.027466,448.676788,452.397583,452.397583,7316100,,,
19-07-2015,440.440369,448.557556,434.975891,445.403076,445.403076,14814300,,,
22-07-2015,448.085632,453.386169,445.601776,452.407532,452.407532,5844100,,,
23-07-2015,452.407532,453.550079,446.878479,448.979828,448.979828,4117900,,,
24-07-2015,450.698639,452.208832,447.43985,448.532715,448.532715,4184000,,,
25-07-2015,444.046906,445.527283,440.177063,440.981842,440.981842,6041100,,,
26-07-2015,440.62912,442.119446,438.150269,439.814423,439.814423,3578400,,,
29-07-2015,439.590881,444.518829,437.598846,438.284393,438.284393,3808200,,,
30-07-2015,439.86908,444.911285,437.588898,442.581421,442.581421,3534000,,,
31-07-2015,443.609741,445.358368,440.226746,441.006683,441.006683,4375200,,,
01-08-2015,444.608246,449.352386,444.608246,449.188477,449.188477,4304500,,,
02-08-2015,448.800995,450.569489,447.499451,450.355865,450.355865,3450000,,,
05-08-2015,449.769684,449.834259,446.694672,449.575928,449.575928,2636300,,,
06-08-2015,449.421936,451.91571,444.970886,445.388184,445.388184,3031700,,,
07-08-2015,444.628113,446.322113,441.672333,442.447296,442.447296,2776200,,,
08-08-2015,444.851654,445.025543,439.784637,443.445801,443.445801,2995200,,,
09-08-2015,442.402588,444.866577,442.12442,442.328094,442.328094,2664500,,,
12-08-2015,440.584412,440.634094,437.976379,439.893921,439.893921,2771800,,,
13-08-2015,440.549652,441.379242,435.268982,437.777679,437.777679,2858000,,,
14-08-2015,436.346985,437.270966,430.778198,432.094635,432.094635,4191400,,,
15-08-2015,429.427002,429.665436,426.227814,427.052429,427.052429,3762600,,,
16-08-2015,427.857208,428.433441,425.502502,425.68631,425.68631,3371900,,,
19-08-2015,426.08374,433.182556,425.95459,430.028076,430.028076,3645300,,,
20-08-2015,431.369354,433.237213,428.979889,429.913818,429.913818,2481900,,,
21-08-2015,432.511932,435.621704,430.450348,431.856201,431.856201,3537400,,,
22-08-2015,433.530304,434.548676,432.313232,434.032043,434.032043,1751000,,,
23-08-2015,436.078735,436.163177,432.06485,432.293335,432.293335,2168100,,,
26-08-2015,432.189026,434.623199,430.226776,430.395691,430.395691,2118600,,,
27-08-2015,427.032562,429.07428,421.210419,422.328156,422.328156,3490700,,,
28-08-2015,422.377838,424.941162,421.145844,421.533325,421.533325,2677000,,,
29-08-2015,421.791656,427.410095,421.553192,424.951111,424.951111,2976100,,,
30-08-2015,425.115051,426.247681,420.048004,420.713654,420.713654,3747400,,,
03-09-2015,424.419556,430.296326,424.215881,427.410095,427.410095,4121700,,,
04-09-2015,427.395203,433.927704,424.82193,432.998749,432.998749,4108800,,,
05-09-2015,433.927704,437.097107,432.988831,436.938141,436.938141,2599200,,,
06-09-2015,438.368835,439.034515,434.046936,436.948059,436.948059,3143400,,,
09-09-2015,439.009674,442.000214,438.358887,441.155701,441.155701,2485100,,,
10-09-2015,442.134338,443.11795,439.143799,441.463715,441.463715,2591800,,,
11-09-2015,441.399109,445.586884,440.177063,445.199402,445.199402,3242100,,,
12-09-2015,445.800507,446.048889,442.129364,443.644531,443.644531,2205100,,,
13-09-2015,444.359863,444.946045,439.561066,441.662415,441.662415,2667900,,,
16-09-2015,445.204376,445.601776,439.575989,441.011658,441.011658,2690300,,,
17-09-2015,440.837769,441.324615,437.653473,440.191986,440.191986,2535100,,,
18-09-2015,440.311188,449.06427,438.681793,448.741364,448.741364,3894500,,,
19-09-2015,450.067749,450.067749,444.806946,446.292297,446.292297,3216400,,,
20-09-2015,446.292297,449.143738,444.91626,448.637054,448.637054,8746900,,,
23-09-2015,445.179535,447.881958,439.739929,440.385712,440.385712,3577800,,,
24-09-2015,440.385712,442.174072,437.852203,440.554626,440.554626,2992800,,,
25-09-2015,440.410553,440.410553,434.970947,435.78067,435.78067,3319300,,,
26-09-2015,436.312195,438.522827,434.672882,436.24762,436.24762,2536100,,,
27-09-2015,434.583466,435.924744,432.839783,435.363373,435.363373,2533900,,,
30-09-2015,431.731995,437.574005,431.349487,435.124939,435.124939,3467100,,,
01-10-2015,437.280914,440.966949,437.181549,440.634094,440.634094,3391400,,,
02-10-2015,438.512909,441.806488,436.073761,441.125916,441.125916,3009900,,,
03-10-2015,441.130859,444.161163,433.232239,435.214355,435.214355,4261500,,,
04-10-2015,434.672882,435.919769,432.189026,433.356445,433.356445,2733600,,,
07-10-2015,430.922272,434.171143,429.263062,430.072784,430.072784,2603900,,,
08-10-2015,429.864136,430.192017,423.063385,424.076782,424.076782,3912500,,,
09-10-2015,425.373352,428.537781,418.766327,425.164703,425.164703,5337000,,,
10-10-2015,429.128937,431.607819,427.325653,431.314728,431.314728,4539800,,,
11-10-2015,430.216858,433.917786,429.854218,433.177612,433.177612,2836100,,,
14-10-2015,430.529816,435.293823,429.898926,435.224274,435.224274,2503300,,,
15-10-2015,435.050415,439.953522,434.176117,438.155212,438.155212,3204400,,,
16-10-2015,440.072754,446.262482,439.148773,446.113464,446.113464,4041300,,,
17-10-2015,443.609741,445.552124,440.003204,441.523315,441.523315,8568500,,,
18-10-2015,485.134674,504.449036,483.852997,502.437134,502.437134,23283100,,,
21-10-2015,502.461975,506.207611,496.545441,498.408325,498.408325,7303700,,,
22-10-2015,499.252838,503.22699,494.677612,500.246368,500.246368,4445900,,,
23-10-2015,497.265778,514.031738,497.08197,512.372498,512.372498,5361000,,,
24-10-2015,512.601013,516.922913,509.088867,509.461456,509.461456,4211200,,,
25-10-2015,511.085876,511.085876,502.104309,504.319885,504.319885,4087300,,,
28-10-2015,504.319885,508.408295,503.222015,504.22052,504.22052,2332400,,,
29-10-2015,506.257294,515.119629,503.475372,514.771912,514.771912,3230800,,,
30-10-2015,515.363037,515.402771,509.684998,511.880707,511.880707,2665300,,,
31-10-2015,511.140533,517.394836,508.676544,511.960205,511.960205,3301200,,,
01-11-2015,512.561279,514.65271,509.237885,510.20163,510.20163,2583200,,,
04-11-2015,512.417236,512.849426,507.71283,509.739624,509.739624,2292300,,,
05-11-2015,506.878235,512.49176,505.422699,507.459473,507.459473,2378000,,,
06-11-2015,509.486298,510.181763,504.404327,508.070496,508.070496,1837600,,,
07-11-2015,508.000946,508.656677,500.564301,500.718323,500.718323,3381000,,,
08-11-2015,501.115723,505.959229,500.991547,504.732208,504.732208,2598200,,,
11-11-2015,501.493256,504.682526,500.743134,502.029785,502.029785,2239600,,,
12-11-2015,500.594116,505.492249,499.252838,502.620941,502.620941,2451900,,,
13-11-2015,500.122192,513.08783,499.997986,512.899109,512.899109,3179200,,,
14-11-2015,513.619385,516.515564,511.845947,514.270142,514.270142,2348500,,,
15-11-2015,514.091309,515.64624,511.82605,513.440552,513.440552,2569100,,,
18-11-2015,514.528503,520.981506,511.294525,512.442078,512.442078,3542200,,,
19-11-2015,512.526489,514.031738,508.219513,509.287567,509.287567,2277800,,,
20-11-2015,511.647217,513.341187,506.883209,507.851898,507.851898,1939800,,,
21-11-2015,510.181763,515.800232,509.684998,513.693909,513.693909,2197700,,,
22-11-2015,513.371033,514.737122,511.284576,512.610962,512.610962,2524600,,,
25-11-2015,515.228943,523.192139,514.165833,519.585571,519.585571,3246900,,,
26-11-2015,520.911987,527.320313,518.100281,525.785278,525.785278,4602200,,,
27-11-2015,527.583557,530.549316,526.575134,528.120117,528.120117,2261700,,,
29-11-2015,527.648132,529.86377,526.301941,526.37146,526.37146,2401000,,,
02-12-2015,528.318787,529.729614,521.984985,523.832947,523.832947,2764200,,,
03-12-2015,522.079407,528.283997,521.120605,523.226929,523.226929,3373900,,,
04-12-2015,522.288025,528.552307,521.607422,525.671021,525.671021,2398600,,,
05-12-2015,525.184204,526.40625,522.148926,525.253723,525.253723,2282000,,,
06-12-2015,531.438477,531.542847,526.614868,531.478271,531.478271,2876100,,,
09-12-2015,532.034607,537.658081,530.559204,535.586548,535.586548,2984400,,,
10-12-2015,534.597961,542.625732,534.349548,538.825439,538.825439,3731800,,,
11-12-2015,540.186584,542.133911,534.111145,535.164246,535.164246,3445800,,,
12-12-2015,536.296875,537.971008,531.046082,531.522949,531.522949,3213600,,,
13-12-2015,534.225403,534.66748,525.526978,526.96759,526.96759,4352800,,,
16-12-2015,528.562195,533.872681,527.573669,533.023193,533.023193,3224800,,,
17-12-2015,532.943726,536.888062,530.738037,531.473267,531.473267,3091300,,,
18-12-2015,532.461853,538.969543,526.098267,538.870178,538.870178,4449300,,,
19-12-2015,536.893005,542.466797,536.053467,539.600403,539.600403,3353000,,,
20-12-2015,540.633728,547.0271,540.48468,546.753906,546.753906,6565600,,,
23-12-2015,550.340576,554.294861,548.98938,553.947083,553.947083,3465500,,,
24-12-2015,553.882507,554.016663,550.469727,552.327637,552.327637,1477800,,,
26-12-2015,553.40564,555.884521,550.762817,555.119507,555.119507,2692900,,,
27-12-2015,556.381287,556.520386,552.874084,555.586426,555.586426,3159800,,,
30-12-2015,556.550171,556.629639,550.926758,551.145325,551.145325,2488100,,,
31-12-2015,552.526367,556.878052,549.555664,556.734009,556.734009,2733400,,,
02-01-2016,554.125916,555.26355,550.549194,552.963501,552.963501,3666400,,,
03-01-2016,553.897461,554.856201,548.894958,548.929749,548.929749,3355000,,,
06-01-2016,552.908875,555.814941,549.645081,555.049927,555.049927,3561600,,,
07-01-2016,558.865112,566.162659,556.95752,565.750366,565.750366,5138400,,,
08-01-2016,569.297241,569.953003,562.983337,566.927673,566.927673,4514100,,,
09-01-2016,568.025513,568.413025,559.143311,561.468201,561.468201,4196000,,,
10-01-2016,565.859619,565.859619,557.499023,561.438354,561.438354,4314700,,,
13-01-2016,559.595398,569.749329,554.975403,557.861633,557.861633,4869100,,,
14-01-2016,565.298279,571.781128,560.400146,570.986267,570.986267,4997400,,,
15-01-2016,572.769714,573.768188,568.199402,570.598816,570.598816,3925700,,,
16-01-2016,570.83728,575.223694,570.290833,574.374268,574.374268,3389600,,,
17-01-2016,574.687195,576.565002,568.403076,571.547607,571.547607,5437700,,,
21-01-2016,576.71405,578.239136,571.930176,578.090088,578.090088,3985400,,,
22-01-2016,579.535706,580.17157,575.68573,578.745789,578.745789,3163200,,,
23-01-2016,576.252014,577.489014,573.4552,576.301697,576.301697,3923400,,,
24-01-2016,571.786072,573.047852,557.871582,558.283875,558.283875,7835500,,,
27-01-2016,559.41156,559.610291,537.638184,547.056946,547.056946,8763800,,,
28-01-2016,551.572571,559.237671,551.383789,557.876526,557.876526,4449100,,,
29-01-2016,555.944092,557.25061,546.157776,549.883545,549.883545,4790600,,,
30-01-2016,568.800476,572.521301,559.982849,564.02655,564.02655,10248900,,,
31-01-2016,581.890381,589.436279,571.845703,586.669312,586.669312,11204900,,,
03-02-2016,585.789978,587.04187,562.347473,563.052856,563.052856,9197600,,,
04-02-2016,565.318176,573.768188,564.831299,565.402588,565.402588,5660300,,,
05-02-2016,567.995728,571.66687,560.365356,567.906311,567.906311,4820000,,,
06-02-2016,571.845703,576.331543,570.067261,576.232178,576.232178,3918300,,,
07-02-2016,580.042358,585.144226,576.530212,584.91571,584.91571,5306500,,,
10-02-2016,582.113892,587.379639,580.73291,582.675232,582.675232,3915500,,,
11-02-2016,586.271851,592.084045,582.317566,591.244507,591.244507,4128200,,,
12-02-2016,590.658325,591.15509,586.872986,589.510803,589.510803,3471300,,,
13-02-2016,586.559998,596.07312,586.018494,596.07312,596.07312,3696500,,,
14-02-2016,593.941956,598.303589,592.546082,597.513733,597.513733,4401800,,,
18-02-2016,596.823242,602.516235,596.122803,601.527649,601.527649,4245100,,,
19-02-2016,598.755676,600.703003,594.880859,597.285217,597.285217,4234500,,,
20-02-2016,597.682678,599.545532,596.232056,598.16449,598.16449,3423700,,,
21-02-2016,600.002563,601.025879,597.53363,598.005554,598.005554,3748800,,,
24-02-2016,598.785461,606.137634,598.656311,602.337402,602.337402,3370300,,,
25-02-2016,604.041321,608.29364,601.299133,606.058167,606.058167,2896000,,,
26-02-2016,608.045227,610.469482,602.958313,606.142639,606.142639,3990000,,,
27-02-2016,605.258362,608.159485,604.572815,605.66571,605.66571,2536300,,,
28-02-2016,606.227051,608.139648,599.212708,603.897217,603.897217,4657300,,,
03-03-2016,599.476013,600.017456,592.218201,597.459106,597.459106,4236900,,,
04-03-2016,603.574341,604.071106,600.842102,603.529602,603.529602,2954400,,,
05-03-2016,603.599182,607.588196,601.790955,605.193787,605.193787,2486500,,,
06-03-2016,607.190796,609.113281,605.362671,605.864441,605.864441,2552600,,,
07-03-2016,609.436218,609.530579,601.805847,603.470032,603.470032,3049900,,,
10-03-2016,603.917114,604.885803,598.154602,601.870422,601.870422,2444900,,,
11-03-2016,602.963318,603.236511,594.453674,596.117798,596.117798,3448200,,,
12-03-2016,594.334412,600.022461,588.26886,599.749207,599.749207,3954000,,,
13-03-2016,600.072083,601.338867,588.552063,590.688171,590.688171,4721500,,,
14-03-2016,587.175964,591.58728,582.476563,582.610657,582.610657,4617500,,,
17-03-2016,585.814819,594.667236,585.248535,592.198303,592.198303,4352200,,,
18-03-2016,593.475037,601.850525,592.675232,601.716431,601.716431,3653500,,,
19-03-2016,601.98468,602.079041,593.345886,595.750244,595.750244,3246700,,,
20-03-2016,596.097961,600.896729,593.81781,594.711975,594.711975,3391200,,,
21-03-2016,599.257385,600.906677,587.40448,587.697571,587.697571,6458700,,,
24-03-2016,588.26886,588.621582,569.272461,575.223694,575.223694,6113500,,,
25-03-2016,579.232666,581.140259,569.794067,575.61615,575.61615,4851700,,,
26-03-2016,577.250549,581.999634,562.094116,562.327576,562.327576,5193400,,,
27-03-2016,564.893921,564.893921,549.896362,555.406067,555.406067,13100,,,
28-03-2016,558.131104,563.33252,555.614929,556.927734,556.927734,41300,,,
31-03-2016,563.789978,563.899353,553.88446,553.924255,553.924255,10800,,,
01-04-2016,555.654724,565.341431,555.654724,564.058533,564.058533,7900,,,
02-04-2016,596.708984,601.522522,559.115662,563.899353,563.899353,147500,,,
03-04-2016,566.733765,584.068481,561.045044,566.62439,566.62439,5113100,,,
04-04-2016,571.507568,574.610474,540.03064,540.169861,540.169861,6386800,,,
07-04-2016,537.782959,545.480652,524.267273,535.207153,535.207153,4413700,,,
08-04-2016,539.632813,551.965027,538.648193,551.86554,551.86554,3159900,,,
09-04-2016,556.559753,562.27832,549.926208,561.054993,561.054993,3339900,,,
10-04-2016,561.910339,561.910339,536.947571,537.991821,537.991821,4047900,,,
11-04-2016,529.637756,537.046997,523.650696,527.698425,527.698425,3935600,,,
14-04-2016,535.30658,541.124634,526.664124,529.60791,529.60791,2582100,,,
15-04-2016,533.884399,535.505493,515.624817,533.50647,533.50647,3865600,,,
16-04-2016,540.03064,553.954041,537.046997,553.496582,553.496582,4906600,,,
17-04-2016,545.808838,546.495056,528.245422,533.168335,533.168335,6828200,,,
21-04-2016,533.168335,533.765076,522.725769,525.729248,525.729248,2573700,,,
22-04-2016,525.749146,534.292175,524.625305,531.885437,531.885437,2371800,,,
23-04-2016,530.870972,530.950562,523.372192,524.058472,524.058472,2057900,,,
24-04-2016,527.171326,528.742676,519.264832,522.288208,522.288208,1888300,,,
25-04-2016,519.652649,521.830688,512.60144,513.3573,513.3573,2106100,,,
28-04-2016,514.351807,515.764038,500.050446,514.32196,514.32196,3344700,,,
29-04-2016,514.073364,526.564636,513.496521,524.81427,524.81427,2706400,,,
30-04-2016,524.714844,525.112671,519.662598,523.779968,523.779968,1755900,,,
01-05-2016,524.227539,530.015686,521.015198,528.444336,528.444336,1910700,,,
02-05-2016,530.841125,531.079834,522.735718,525.04303,525.04303,1693100,,,
05-05-2016,521.950012,526.007751,518.469177,524.923706,524.923706,1026900,,,
06-05-2016,522.357788,523.929138,512.243408,512.322998,512.322998,1693600,,,
07-05-2016,512.969421,513.854553,500.547729,507.171295,507.171295,3233200,,,
08-05-2016,505.679504,514.40155,503.680481,508.205627,508.205627,2026800,,,
09-05-2016,507.95697,517.056946,501.44281,515.893311,515.893311,2446100,,,
12-05-2016,520.647217,527.290649,516.171814,527.022156,527.022156,1917800,,,
13-05-2016,527.986816,533.138489,526.61438,530.174805,530.174805,1657900,,,
14-05-2016,530.085327,530.085327,522.41748,523.77002,523.77002,1195000,,,
15-05-2016,522.825195,522.994324,514.590515,517.136536,517.136536,1709000,,,
16-05-2016,518.538818,518.946533,512.621338,517.782959,517.782959,1489300,,,
19-05-2016,516.858032,526.882935,514.752625,525.967957,525.967957,1281200,,,
20-05-2016,526.84314,533.297668,523.421936,526.872986,526.872986,1789600,,,
21-05-2016,529.98584,536.234497,529.001282,535.992798,535.992798,1199500,,,
22-05-2016,538.170837,544.605469,537.822754,542.079346,542.079346,1620200,,,
23-05-2016,544.267334,550.612427,540.726807,549.677551,549.677551,1937400,,,
27-05-2016,552.959534,562.904846,551.318542,562.855103,562.855103,2109900,,,
28-05-2016,561.482666,564.734802,557.93219,558.608459,558.608459,1656500,,,
29-05-2016,560.269348,560.915771,555.654724,557.017212,557.017212,1357800,,,
30-05-2016,557.733276,558.280273,552.869995,556.828247,556.828247,1776000,,,
02-06-2016,557.63385,557.832764,542.745667,550.900879,550.900879,1438900,,,
03-06-2016,547.976929,549.319519,539.583069,541.960022,541.960022,1871700,,,
04-06-2016,538.538818,545.609924,535.803833,541.681519,541.681519,1821400,,,
05-06-2016,543.412048,551.915283,541.472717,550.871033,550.871033,1693700,,,
06-06-2016,555.00824,555.00824,545.928223,553.28772,553.28772,1741500,,,
09-06-2016,554.103271,559.821777,552.999329,559.046082,559.046082,1471500,,,
10-06-2016,557.444885,560.517944,554.849121,557.484619,557.484619,1355400,,,
11-06-2016,554.948608,556.818298,551.984863,555.783997,555.783997,1103100,,,
12-06-2016,554.252441,554.93866,545.460754,548.334961,548.334961,1462400,,,
13-06-2016,549.23999,549.279785,542.576599,548.742737,548.742737,1223900,,,
16-06-2016,546.256409,546.614441,538.558716,541.30365,541.30365,1707200,,,
17-06-2016,541.22406,542.337952,536.380676,540.040588,540.040588,1448500,,,
18-06-2016,541.880432,550.532898,541.025146,550.343933,550.343933,1746500,,,
19-06-2016,551.209167,551.965027,545.510498,551.86554,551.86554,2463500,,,
20-06-2016,553.804871,554.530884,547.382202,553.317566,553.317566,4520700,,,
23-06-2016,552.114197,561.910339,551.219116,561.860596,561.860596,1541000,,,
24-06-2016,562.099304,569.514526,557.942139,561.53241,561.53241,2213200,,,
25-06-2016,562.168884,576.788513,562.129089,575.485657,575.485657,1974700,,,
26-06-2016,577.822815,579.264893,568.722839,572.850159,572.850159,1746700,,,
27-06-2016,574.023682,576.698975,570.66217,574.083374,574.083374,2243000,,,
30-06-2016,575.495605,576.400635,571.606995,572.134094,572.134094,1317300,,,
01-07-2016,575.157471,581.204224,573.496582,579.483704,579.483704,1451900,,,
02-07-2016,580.159973,582.238525,577.216125,579.150513,579.150513,1059200,,,
03-07-2016,580.159973,581.810913,577.743286,581.53241,581.53241,716100,,,
07-07-2016,580.567749,583.223145,576.420532,579.065979,579.065979,1067500,,,
08-07-2016,574.501099,576.358887,563.039124,567.967041,567.967041,1914700,,,
09-07-2016,568.454346,573.566223,566.26239,572.929749,572.929749,1119800,,,
10-07-2016,562.815369,573.436951,561.920288,567.976929,567.976929,1360400,,,
11-07-2016,568.782532,577.673645,568.295227,576.012756,576.012756,1626200,,,
14-07-2016,579.414063,582.009827,574.86908,581.671631,581.671631,1859100,,,
15-07-2016,582.536926,582.601563,573.407104,581.582153,581.582153,1627500,,,
16-07-2016,584.784546,585.182373,579.016235,579.473755,579.473755,1400900,,,
17-07-2016,576.36084,577.812866,565.500549,570.59259,570.59259,3024800,,,
18-07-2016,589.757202,593.536438,578.817322,591.825806,591.825806,4025100,,,
21-07-2016,588.514038,591.149536,582.032654,586.246521,586.246521,2067800,,,
22-07-2016,587.489685,596.37085,587.3703,591.487671,591.487671,1703800,,,
23-07-2016,589.985962,594.580688,589.259949,592.720886,592.720886,1236500,,,
24-07-2016,593.188354,596.22168,588.533936,590.105286,590.105286,1037900,,,
25-07-2016,587.171387,588.623413,583.819824,585.79895,585.79895,935000,,,
28-07-2016,584.854187,589.259949,581.555298,587.3703,587.3703,989500,,,
29-07-2016,585.530457,586.47522,580.324097,582.407593,582.407593,1353500,,,
30-07-2016,583.342468,586.276367,580.806396,584.207703,584.207703,1019200,,,
31-07-2016,577.424988,580.458313,566.882996,568.474243,568.474243,2108500,,,
01-08-2016,567.280762,572.810364,559.772095,562.974487,562.974487,1960600,,,
04-08-2016,565.928223,572.203735,561.015259,570.015747,570.015747,1431200,,,
05-08-2016,566.932678,568.852173,559.533386,561.979919,561.979919,1555500,,,
06-08-2016,558.707947,567.579163,556.937683,563.276794,563.276794,1338000,,,
07-08-2016,564.893921,566.77356,558.031616,560.279297,560.279297,1113900,,,
08-08-2016,560.47821,567.131592,557.285767,565.659729,565.659729,1498800,,,
11-08-2016,566.873047,567.3703,562.904846,564.774536,564.774536,1218000,,,
12-08-2016,561.432922,562.80542,557.812866,559.65271,559.65271,1546200,,,
13-08-2016,564.207703,571.855652,562.656189,571.636841,571.636841,1443200,,,
14-08-2016,573.029175,574.739746,567.758179,571.507568,571.507568,988100,,,
15-08-2016,574.700012,576.21167,567.400146,570.343933,570.343933,1523300,,,
18-08-2016,572.959534,581.313599,572.850159,578.976501,578.976501,1287600,,,
19-08-2016,581.800964,584.128174,580.806396,583.650757,583.650757,981300,,,
20-08-2016,582.676147,583.491638,579.384216,581.293762,581.293762,1039500,,,
21-08-2016,580.62738,581.30365,577.962036,580.179871,580.179871,917300,,,
22-08-2016,580.398682,582.035645,577.464783,579.374268,579.374268,791200,,,
25-08-2016,581.522461,581.800964,575.83374,577.027222,577.027222,1365100,,,
26-08-2016,578.081421,578.618469,573.427002,574.700012,574.700012,1644100,,,
27-08-2016,574.11322,575.326538,566.985413,567.877502,567.877502,1708000,,,
28-08-2016,566.445374,570.115173,563.99884,566.087341,566.087341,1296400,,,
29-08-2016,568.205688,568.911804,563.968018,568.474243,568.474243,1086700,,,
02-09-2016,568.722839,574.670166,568.066467,574.172913,574.172913,1582700,,,
03-09-2016,576.828308,579.801941,571.855652,574.779541,574.779541,1218400,,,
04-09-2016,576.828308,582.795471,576.052551,578.797485,578.797485,1462100,,,
05-09-2016,580.786499,583.342468,578.767639,582.875061,582.875061,1636800,,,
08-09-2016,583.392212,588.533936,583.093811,586.495117,586.495117,1434900,,,
09-09-2016,585.679626,585.779053,576.828308,577.832764,577.832764,1290700,,,
10-09-2016,578.320068,580.309143,573.785034,579.911316,579.911316,980000,,,
11-09-2016,577.18634,578.628418,573.108765,578.170898,578.170898,1224400,,,
12-09-2016,577.822815,578.45929,571.318604,572.472229,572.472229,1606000,,,
15-09-2016,569.806885,571.805908,565.102783,569.966003,569.966003,1601900,,,
16-09-2016,569.627869,578.320068,569.528442,576.778564,576.778564,1484400,,,
17-09-2016,576.838257,584.30719,575.609985,581.572205,581.572205,1697400,,,
18-09-2016,583.790039,586.316101,581.800964,586.047607,586.047607,1448500,,,
19-09-2016,588.265381,593.21814,586.276367,592.820374,592.820374,3746900,,,
22-09-2016,590.572693,590.700989,580.269348,584.157959,584.157959,1694100,,,
23-09-2016,583.640808,583.640808,577.822815,577.952087,577.952087,1475400,,,
24-09-2016,578.280273,586.40564,577.345459,584.774597,584.774597,1732800,,,
25-09-2016,584.336975,584.764648,571.0401,571.915283,571.915283,1931200,,,
26-09-2016,572.909851,576.082397,571.517517,573.944153,573.944153,1447600,,,
29-09-2016,568.623413,575.028198,568.04657,573.208191,573.208191,1285900,,,
30-09-2016,573.775085,576.679138,569.717407,574.202698,574.202698,1626200,,,
01-10-2016,572.860107,574.421509,563.909302,565.162415,565.162415,1449400,,,
02-10-2016,564.207703,568.782532,560.239502,566.962524,566.962524,1181600,,,
03-10-2016,569.916321,574.068481,569.369324,572.134094,572.134094,1144800,,,
06-10-2016,575.634827,577.822815,571.298706,574.192749,574.192749,1217900,,,
07-10-2016,571.258911,572.124146,560.657227,560.657227,560.657227,1916500,,,
08-10-2016,562.477173,570.74176,554.441406,569.369324,569.369324,1996300,,,
09-10-2016,568.056519,568.364807,556.002808,557.812866,557.812866,2531700,,,
10-10-2016,554.670105,562.039612,541.07489,541.512451,541.512451,3090400,,,
